,Unnamed: 0,Formatted Date,Precip Type,Temperature (C),Apparent Temperature (C),Humidity,Wind Speed (km/h),Wind Bearing (degrees),Visibility (km),Loud Cover,Pressure (millibars),Summary
2101,2101,2015-06-02 13:00:00.000 +0200,rain,28.81666666666667,27.82777777777778,0.32,12.5902,141.0,16.1,0.0,1019.08,Partly Cloudy
2102,2102,2015-06-02 14:00:00.000 +0200,rain,28.77777777777778,27.72777777777777,0.31,10.6904,145.0,15.552600000000002,0.0,1018.79,Partly Cloudy
2103,2103,2015-06-02 15:00:00.000 +0200,rain,28.86111111111111,27.950000000000003,0.33,12.397,160.0,16.1,0.0,1018.48,Partly Cloudy
2104,2104,2015-06-02 16:00:00.000 +0200,rain,28.911111111111115,28.25555555555556,0.37,5.152000000000001,160.0,15.826300000000002,0.0,1018.38,Partly Cloudy
2105,2105,2015-06-02 17:00:00.000 +0200,rain,28.88888888888889,27.883333333333333,0.32,8.7101,170.0,15.552600000000002,0.0,1018.42,Partly Cloudy
2106,2106,2015-06-02 18:00:00.000 +0200,rain,28.838888888888885,28.127777777777776,0.36,3.4615,125.0,16.1,0.0,1018.48,Partly Cloudy
2107,2107,2015-06-02 19:00:00.000 +0200,rain,27.2,26.883333333333333,0.37,8.0017,141.0,16.1,0.0,1018.4,Partly Cloudy
2108,2108,2015-06-02 20:00:00.000 +0200,rain,25.533333333333328,25.533333333333328,0.44,6.0536,132.0,15.552600000000002,0.0,1018.71,Partly Cloudy
2109,2109,2015-06-02 21:00:00.000 +0200,rain,22.133333333333336,22.133333333333336,0.56,6.1502,120.0,16.1,0.0,1019.29,Partly Cloudy
2110,2110,2015-06-02 22:00:00.000 +0200,rain,19.88888888888889,19.88888888888889,0.69,6.295100000000001,120.0,16.1,0.0,1019.8,Partly Cloudy
2111,2111,2015-06-02 23:00:00.000 +0200,rain,17.855555555555554,17.855555555555554,0.78,2.6404,127.0,15.1823,0.0,1020.11,Partly Cloudy
2112,2112,2015-06-20 00:00:00.000 +0200,rain,15.02777777777778,15.02777777777778,0.82,10.835300000000002,292.0,16.1,0.0,1012.94,Overcast
2113,2113,2015-06-20 01:00:00.000 +0200,rain,15.511111111111113,15.511111111111113,0.78,13.5884,301.0,16.1,0.0,1012.88,Overcast
2114,2114,2015-06-20 02:00:00.000 +0200,rain,15.42222222222222,15.42222222222222,0.75,15.681400000000002,301.0,15.1823,0.0,1013.33,Overcast
2115,2115,2015-06-20 03:00:00.000 +0200,rain,14.905555555555551,14.905555555555551,0.76,13.9748,300.0,16.1,0.0,1013.36,Overcast
2116,2116,2015-06-20 04:00:00.000 +0200,rain,14.83888888888889,14.83888888888889,0.76,14.0392,309.0,16.1,0.0,1013.08,Overcast
2117,2117,2015-06-20 05:00:00.000 +0200,rain,14.261111111111113,14.261111111111113,0.79,13.1859,309.0,15.697500000000002,0.0,1013.1,Mostly Cloudy
2118,2118,2015-06-20 06:00:00.000 +0200,rain,13.77222222222222,13.77222222222222,0.83,13.894300000000005,300.0,16.1,0.0,1013.75,Mostly Cloudy
2119,2119,2015-06-20 07:00:00.000 +0200,rain,14.86111111111111,14.86111111111111,0.83,14.296800000000005,320.0,16.1,0.0,1013.64,Mostly Cloudy
2120,2120,2015-06-20 08:00:00.000 +0200,rain,16.905555555555555,16.905555555555555,0.69,13.6689,323.0,15.552600000000002,0.0,1014.08,Mostly Cloudy
2121,2121,2015-06-20 09:00:00.000 +0200,rain,17.17777777777778,17.17777777777778,0.67,14.296800000000005,309.0,10.2557,0.0,1013.95,Mostly Cloudy
2122,2122,2015-06-20 10:00:00.000 +0200,rain,18.82222222222222,18.82222222222222,0.61,14.1358,311.0,9.982,0.0,1013.74,Partly Cloudy
2123,2123,2015-06-20 11:00:00.000 +0200,rain,19.122222222222224,19.122222222222224,0.54,10.980200000000002,309.0,10.3523,0.0,1013.59,Mostly Cloudy
2124,2124,2015-06-20 12:00:00.000 +0200,rain,20.07222222222222,20.07222222222222,0.44,17.436300000000003,310.0,10.2557,0.0,1013.43,Mostly Cloudy
2125,2125,2015-06-20 13:00:00.000 +0200,rain,20.07222222222222,20.07222222222222,0.52,15.681400000000002,318.0,10.2557,0.0,1013.22,Mostly Cloudy
2126,2126,2015-06-20 14:00:00.000 +0200,rain,22.15555555555555,22.15555555555555,0.41,11.3988,315.0,10.577700000000002,0.0,1012.98,Mostly Cloudy
2127,2127,2015-06-20 15:00:00.000 +0200,rain,22.24444444444445,22.24444444444445,0.38,12.654600000000002,281.0,10.2557,0.0,1012.62,Mostly Cloudy
2128,2128,2015-06-20 16:00:00.000 +0200,rain,22.22222222222222,22.22222222222222,0.38,17.1304,302.0,10.2557,0.0,1012.41,Mostly Cloudy
2129,2129,2015-06-20 17:00:00.000 +0200,rain,21.32222222222222,21.32222222222222,0.37,18.9336,304.0,10.3523,0.0,1012.2,Mostly Cloudy
2130,2130,2015-06-20 18:00:00.000 +0200,rain,21.16111111111111,21.16111111111111,0.41,12.8317,310.0,9.982,0.0,1011.94,Mostly Cloudy
2131,2131,2015-06-20 19:00:00.000 +0200,rain,20.99444444444445,20.99444444444445,0.41,14.1197,291.0,9.982,0.0,1012.34,Partly Cloudy
2132,2132,2015-06-20 20:00:00.000 +0200,rain,18.26111111111112,18.26111111111112,0.48,11.6081,293.0,10.3523,0.0,1012.58,Partly Cloudy
2133,2133,2015-06-20 21:00:00.000 +0200,rain,14.044444444444444,14.044444444444444,0.66,11.125100000000002,282.0,10.2557,0.0,1013.25,Partly Cloudy
2134,2134,2015-06-20 22:00:00.000 +0200,rain,13.933333333333332,13.933333333333332,0.69,10.8836,291.0,16.1,0.0,1013.97,Partly Cloudy
2135,2135,2015-06-20 23:00:00.000 +0200,rain,14.961111111111112,14.961111111111112,0.62,10.9319,311.0,15.552600000000002,0.0,1014.43,Partly Cloudy
2136,2136,2015-06-21 00:00:00.000 +0200,rain,14.305555555555555,14.305555555555555,0.65,14.0392,310.0,16.1,0.0,1014.48,Partly Cloudy
2137,2137,2015-06-21 01:00:00.000 +0200,rain,13.166666666666668,13.166666666666668,0.73,11.0768,310.0,16.1,0.0,1014.77,Partly Cloudy
2138,2138,2015-06-21 02:00:00.000 +0200,rain,12.188888888888888,12.188888888888888,0.8,10.6582,305.0,15.1823,0.0,1014.89,Partly Cloudy
2139,2139,2015-06-21 03:00:00.000 +0200,rain,11.616666666666664,11.616666666666664,0.8,14.1519,310.0,16.1,0.0,1014.69,Partly Cloudy
2140,2140,2015-06-21 04:00:00.000 +0200,rain,11.038888888888888,11.038888888888888,0.83,13.9909,319.0,16.1,0.0,1014.68,Partly Cloudy
2141,2141,2015-06-21 05:00:00.000 +0200,rain,10.511111111111113,10.511111111111113,0.87,10.6904,322.0,15.1823,0.0,1014.85,Partly Cloudy
2142,2142,2015-06-21 06:00:00.000 +0200,rain,11.066666666666668,11.066666666666668,0.86,10.9158,319.0,16.1,0.0,1015.27,Partly Cloudy
2143,2143,2015-06-21 07:00:00.000 +0200,rain,12.733333333333334,12.733333333333334,0.77,14.0875,329.0,16.1,0.0,1015.57,Partly Cloudy
2144,2144,2015-06-21 08:00:00.000 +0200,rain,14.944444444444445,14.944444444444445,0.68,13.846,331.0,15.1823,0.0,1015.78,Partly Cloudy
2145,2145,2015-06-21 09:00:00.000 +0200,rain,17.17777777777778,17.17777777777778,0.63,12.6385,339.0,15.826300000000002,0.0,1015.86,Partly Cloudy
2146,2146,2015-06-21 10:00:00.000 +0200,rain,18.84444444444445,18.84444444444445,0.56,12.9766,339.0,9.982,0.0,1015.65,Partly Cloudy
2147,2147,2015-06-21 11:00:00.000 +0200,rain,19.90555555555555,19.90555555555555,0.48,12.6224,332.0,10.3523,0.0,1015.38,Partly Cloudy
2148,2148,2015-06-21 12:00:00.000 +0200,rain,21.03888888888889,21.03888888888889,0.49,14.3612,320.0,10.2557,0.0,1015.14,Partly Cloudy
2149,2149,2015-06-21 13:00:00.000 +0200,rain,21.088888888888885,21.088888888888885,0.42,20.2055,291.0,16.1,0.0,1014.93,Partly Cloudy
2150,2150,2015-06-21 14:00:00.000 +0200,rain,21.266666666666666,21.266666666666666,0.4,17.1304,312.0,15.552600000000002,0.0,1014.52,Partly Cloudy
2151,2151,2015-06-21 15:00:00.000 +0200,rain,22.15,22.15,0.35,11.4632,282.0,15.826300000000002,0.0,1014.35,Partly Cloudy
2152,2152,2015-06-21 16:00:00.000 +0200,rain,21.105555555555554,21.105555555555554,0.38,14.3612,312.0,15.826300000000002,0.0,1014.44,Partly Cloudy
2153,2153,2015-06-21 17:00:00.000 +0200,rain,22.21111111111112,22.21111111111112,0.36,15.6009,313.0,15.3111,0.0,1014.37,Partly Cloudy
2154,2154,2015-06-21 18:00:00.000 +0200,rain,22.10555555555556,22.10555555555556,0.38,15.1984,292.0,15.826300000000002,0.0,1014.35,Partly Cloudy
2155,2155,2015-06-21 19:00:00.000 +0200,rain,20.92777777777778,20.92777777777778,0.36,16.6313,311.0,15.826300000000002,0.0,1014.66,Partly Cloudy
2156,2156,2015-06-21 20:00:00.000 +0200,rain,17.63888888888889,17.63888888888889,0.51,10.7387,286.0,15.3111,0.0,1015.05,Partly Cloudy
2157,2157,2015-06-21 21:00:00.000 +0200,rain,15.094444444444449,15.094444444444449,0.62,9.5634,309.0,16.1,0.0,1015.84,Partly Cloudy
2158,2158,2015-06-21 22:00:00.000 +0200,rain,12.805555555555554,12.805555555555554,0.72,11.125100000000002,280.0,16.1,0.0,1016.54,Partly Cloudy
2159,2159,2015-06-21 23:00:00.000 +0200,rain,12.938888888888888,12.938888888888888,0.72,6.230700000000001,322.0,15.552600000000002,0.0,1017.06,Partly Cloudy
2160,2160,2015-06-22 00:00:00.000 +0200,rain,12.527777777777777,12.527777777777777,0.75,3.4776,265.0,16.1,0.0,1017.06,Partly Cloudy
2161,2161,2015-06-22 01:00:00.000 +0200,rain,11.416666666666664,11.416666666666664,0.78,3.5259,274.0,16.1,0.0,1017.07,Partly Cloudy
2162,2162,2015-06-22 02:00:00.000 +0200,rain,10.699999999999998,10.699999999999998,0.8,6.5205,294.0,15.552600000000002,0.0,1017.36,Partly Cloudy
2163,2163,2015-06-22 03:00:00.000 +0200,rain,9.288888888888888,8.499999999999998,0.84,6.6332,282.0,16.1,0.0,1017.34,Partly Cloudy
2164,2164,2015-06-22 04:00:00.000 +0200,rain,8.25,8.25,0.86,3.22,300.0,16.1,0.0,1017.43,Partly Cloudy
2165,2165,2015-06-22 05:00:00.000 +0200,rain,7.705555555555555,6.877777777777779,0.89,5.9087000000000005,303.0,15.552600000000002,0.0,1017.62,Partly Cloudy
2166,2166,2015-06-22 06:00:00.000 +0200,rain,10.85,10.85,0.81,7.824600000000001,300.0,16.1,0.0,1017.73,Partly Cloudy
2167,2167,2015-06-22 07:00:00.000 +0200,rain,14.738888888888887,14.738888888888887,0.68,4.9749,291.0,16.1,0.0,1017.72,Partly Cloudy
2168,2168,2015-06-22 08:00:00.000 +0200,rain,17.672222222222224,17.672222222222224,0.6,3.4293,293.0,15.552600000000002,0.0,1017.96,Partly Cloudy
2169,2169,2015-06-22 09:00:00.000 +0200,rain,19.97777777777777,19.97777777777777,0.45,5.0232,280.0,16.1,0.0,1018.0,Partly Cloudy
2170,2170,2015-06-22 10:00:00.000 +0200,rain,21.06111111111111,21.06111111111111,0.42,12.397,279.0,16.1,0.0,1017.82,Partly Cloudy
2171,2171,2015-06-22 11:00:00.000 +0200,rain,22.62222222222222,22.62222222222222,0.38,8.6135,328.0,15.552600000000002,0.0,1017.92,Partly Cloudy
2172,2172,2015-06-22 12:00:00.000 +0200,rain,22.23888888888889,22.23888888888889,0.43,9.3702,277.0,16.1,0.0,1017.49,Partly Cloudy
2173,2173,2015-06-22 13:00:00.000 +0200,rain,22.866666666666664,22.866666666666664,0.38,7.985600000000001,225.0,16.1,0.0,1017.0,Partly Cloudy
2174,2174,2015-06-22 14:00:00.000 +0200,rain,23.96111111111111,23.96111111111111,0.34,10.787,252.0,15.552600000000002,0.0,1016.64,Partly Cloudy
2175,2175,2015-06-22 15:00:00.000 +0200,rain,23.00555555555556,23.00555555555556,0.4,11.0285,230.0,16.1,0.0,1016.08,Partly Cloudy
2176,2176,2015-06-22 16:00:00.000 +0200,rain,24.994444444444444,24.994444444444444,0.33,9.7244,249.0,16.1,0.0,1015.76,Partly Cloudy
2177,2177,2015-06-22 17:00:00.000 +0200,rain,24.122222222222224,24.122222222222224,0.35,9.7244,222.0,15.552600000000002,0.0,1015.23,Partly Cloudy
2178,2178,2015-06-22 18:00:00.000 +0200,rain,23.911111111111115,23.911111111111115,0.36,14.0553,172.0,16.1,0.0,1014.87,Partly Cloudy
2179,2179,2015-06-22 19:00:00.000 +0200,rain,22.77777777777778,22.77777777777778,0.38,12.525800000000002,199.0,16.1,0.0,1014.55,Partly Cloudy
2180,2180,2015-06-22 20:00:00.000 +0200,rain,19.53333333333333,19.53333333333333,0.49,9.2092,202.0,15.552600000000002,0.0,1014.69,Mostly Cloudy
2181,2181,2015-06-22 21:00:00.000 +0200,rain,17.383333333333333,17.383333333333333,0.57,9.2897,171.0,16.1,0.0,1014.73,Mostly Cloudy
2182,2182,2015-06-22 22:00:00.000 +0200,rain,15.672222222222224,15.672222222222224,0.65,6.488300000000001,180.0,16.1,0.0,1014.84,Partly Cloudy
2183,2183,2015-06-22 23:00:00.000 +0200,rain,15.505555555555553,15.505555555555553,0.61,10.6743,163.0,15.552600000000002,0.0,1014.41,Partly Cloudy
2184,2184,2015-06-23 00:00:00.000 +0200,rain,14.533333333333331,14.533333333333331,0.64,10.9319,160.0,16.1,0.0,1013.95,Partly Cloudy
2185,2185,2015-06-23 01:00:00.000 +0200,rain,13.333333333333334,13.333333333333334,0.69,10.5938,160.0,16.1,0.0,1013.38,Partly Cloudy
2186,2186,2015-06-23 02:00:00.000 +0200,rain,13.761111111111113,13.761111111111113,0.67,10.432800000000002,162.0,15.552600000000002,0.0,1013.01,Partly Cloudy
2187,2187,2015-06-23 03:00:00.000 +0200,rain,13.311111111111112,13.311111111111112,0.66,10.8031,160.0,16.1,0.0,1012.65,Partly Cloudy
2188,2188,2015-06-23 04:00:00.000 +0200,rain,14.883333333333333,14.883333333333333,0.58,16.840600000000002,160.0,16.1,0.0,1011.95,Mostly Cloudy
2189,2189,2015-06-23 05:00:00.000 +0200,rain,14.416666666666666,14.416666666666666,0.65,16.0195,150.0,15.1823,0.0,1011.6,Mostly Cloudy
2190,2190,2015-06-23 06:00:00.000 +0200,rain,13.91111111111111,13.91111111111111,0.72,15.3272,141.0,10.2557,0.0,1011.27,Mostly Cloudy
2191,2191,2015-06-23 07:00:00.000 +0200,rain,16.994444444444447,16.994444444444447,0.59,13.4435,170.0,9.982,0.0,1011.4,Mostly Cloudy
2192,2192,2015-06-23 08:00:00.000 +0200,rain,17.672222222222224,17.672222222222224,0.66,12.8317,174.0,10.3523,0.0,1012.09,Mostly Cloudy
2193,2193,2015-06-23 09:00:00.000 +0200,rain,18.54444444444444,18.54444444444444,0.63,11.914,160.0,9.982,0.0,1012.08,Mostly Cloudy
2194,2194,2015-06-23 10:00:00.000 +0200,rain,17.566666666666666,17.566666666666666,0.79,7.502600000000001,160.0,10.2074,0.0,1011.79,Mostly Cloudy
2195,2195,2015-06-23 11:00:00.000 +0200,rain,21.33888888888889,21.33888888888889,0.59,8.017800000000001,149.0,10.5455,0.0,1011.63,Mostly Cloudy
2196,2196,2015-06-23 12:00:00.000 +0200,rain,23.47222222222222,23.47222222222222,0.52,1.8676,169.0,9.982,0.0,1011.35,Mostly Cloudy
2197,2197,2015-06-23 13:00:00.000 +0200,rain,19.97777777777777,19.97777777777777,0.67,19.9157,330.0,9.982,0.0,1011.07,Mostly Cloudy
2198,2198,2015-06-23 14:00:00.000 +0200,rain,21.522222222222226,21.522222222222226,0.61,18.209100000000003,351.0,10.3523,0.0,1010.99,Mostly Cloudy
2199,2199,2015-06-23 15:00:00.000 +0200,rain,20.95,20.95,0.59,26.8709,331.0,9.982,0.0,1011.25,Mostly Cloudy
2200,2200,2015-06-23 16:00:00.000 +0200,rain,19.74444444444445,19.74444444444445,0.57,22.4112,349.0,9.982,0.0,1012.02,Mostly Cloudy
2201,2201,2015-06-23 17:00:00.000 +0200,rain,19.866666666666667,19.866666666666667,0.54,26.5167,342.0,10.577700000000002,0.0,1012.14,Mostly Cloudy
2202,2202,2015-06-23 18:00:00.000 +0200,rain,17.105555555555554,17.105555555555554,0.53,24.906700000000004,340.0,10.2557,0.0,1012.9,Mostly Cloudy
2203,2203,2015-06-23 19:00:00.000 +0200,rain,16.038888888888888,16.038888888888888,0.59,20.1733,338.0,9.982,0.0,1013.77,Overcast
2204,2204,2015-06-23 20:00:00.000 +0200,rain,15.033333333333337,15.033333333333337,0.68,13.2503,335.0,10.3523,0.0,1013.44,Mostly Cloudy
2205,2205,2015-06-23 21:00:00.000 +0200,rain,13.838888888888889,13.838888888888889,0.78,10.722600000000002,349.0,9.982,0.0,1013.93,Overcast
2206,2206,2015-06-23 22:00:00.000 +0200,rain,13.816666666666666,13.816666666666666,0.81,6.6493,329.0,15.826300000000002,0.0,1014.55,Overcast
2207,2207,2015-06-23 23:00:00.000 +0200,rain,13.955555555555556,13.955555555555556,0.79,10.5133,322.0,15.3111,0.0,1014.86,Overcast
2208,2208,2015-06-24 00:00:00.000 +0200,rain,14.261111111111113,14.261111111111113,0.69,13.9748,329.0,15.826300000000002,0.0,1015.12,Overcast
2209,2209,2015-06-24 01:00:00.000 +0200,rain,12.733333333333334,12.733333333333334,0.84,17.5329,329.0,16.0517,0.0,1016.17,Overcast
2210,2210,2015-06-24 02:00:00.000 +0200,rain,12.916666666666666,12.916666666666666,0.84,16.5508,323.0,15.1823,0.0,1017.07,Overcast
2211,2211,2015-06-24 03:00:00.000 +0200,rain,12.711111111111112,12.711111111111112,0.87,13.7172,329.0,16.1,0.0,1016.95,Overcast
2212,2212,2015-06-24 04:00:00.000 +0200,rain,12.711111111111112,12.711111111111112,0.87,11.1573,318.0,15.826300000000002,0.0,1016.95,Overcast
2213,2213,2015-06-24 05:00:00.000 +0200,rain,12.750000000000002,12.750000000000002,0.87,6.44,298.0,15.3111,0.0,1017.44,Overcast
2214,2214,2015-06-24 06:00:00.000 +0200,rain,12.733333333333334,12.733333333333334,0.9,10.8031,290.0,15.826300000000002,0.0,1017.66,Overcast
2215,2215,2015-06-24 07:00:00.000 +0200,rain,12.805555555555554,12.805555555555554,0.9,10.9158,289.0,9.982,0.0,1018.32,Overcast
2216,2216,2015-06-24 08:00:00.000 +0200,rain,12.938888888888888,12.938888888888888,0.95,9.2092,310.0,10.3523,0.0,1018.63,Overcast
2217,2217,2015-06-24 09:00:00.000 +0200,rain,15.02777777777778,15.02777777777778,0.83,10.948,310.0,9.982,0.0,1018.62,Overcast
2218,2218,2015-06-24 10:00:00.000 +0200,rain,16.094444444444445,16.094444444444445,0.78,9.2575,291.0,9.982,0.0,1018.53,Mostly Cloudy
2219,2219,2015-06-24 11:00:00.000 +0200,rain,17.02777777777778,17.02777777777778,0.76,10.2074,294.0,10.3523,0.0,1018.86,Mostly Cloudy
2220,2220,2015-06-24 12:00:00.000 +0200,rain,17.13888888888889,17.13888888888889,0.75,10.948,290.0,9.982,0.0,1018.66,Overcast
2221,2221,2015-06-24 13:00:00.000 +0200,rain,16.016666666666666,16.016666666666666,0.87,12.1716,282.0,9.982,0.0,1019.43,Overcast
2222,2222,2015-06-24 14:00:00.000 +0200,rain,15.944444444444445,15.944444444444445,0.88,10.1108,272.0,10.3523,0.0,1019.15,Overcast
2223,2223,2015-06-24 15:00:00.000 +0200,rain,14.97777777777778,14.97777777777778,0.87,12.4936,282.0,5.1359,0.0,1019.18,Overcast
2224,2224,2015-06-24 16:00:00.000 +0200,rain,12.96111111111111,12.96111111111111,0.9,15.7458,308.0,8.05,0.0,1020.12,Overcast
2225,2225,2015-06-24 17:00:00.000 +0200,rain,13.06666666666667,13.06666666666667,0.95,10.432800000000002,290.0,9.4507,0.0,1020.36,Overcast
2226,2226,2015-06-24 18:00:00.000 +0200,rain,13.977777777777776,13.977777777777776,0.92,12.397,311.0,9.982,0.0,1020.33,Overcast
2227,2227,2015-06-24 19:00:00.000 +0200,rain,14.000000000000002,14.000000000000002,0.83,10.8031,300.0,9.982,0.0,1020.52,Mostly Cloudy
2228,2228,2015-06-24 20:00:00.000 +0200,rain,14.011111111111113,14.011111111111113,0.9,2.2218,311.0,15.3111,0.0,1020.79,Mostly Cloudy
2229,2229,2015-06-24 21:00:00.000 +0200,rain,12.82777777777778,12.82777777777778,0.96,2.9624,277.0,11.9784,0.0,1021.43,Mostly Cloudy
2230,2230,2015-06-24 22:00:00.000 +0200,rain,13.25,13.25,0.93,3.5581,313.0,11.9784,0.0,1022.02,Mostly Cloudy
2231,2231,2015-06-24 23:00:00.000 +0200,rain,13.1,13.1,0.94,3.4132,291.0,8.420300000000001,0.0,1022.04,Mostly Cloudy
2232,2232,2015-06-25 00:00:00.000 +0200,rain,12.666666666666664,12.666666666666664,0.96,6.230700000000001,271.0,8.1305,0.0,1021.94,Mostly Cloudy
2233,2233,2015-06-25 01:00:00.000 +0200,rain,13.244444444444447,13.244444444444447,0.93,14.2002,260.0,8.05,0.0,1022.13,Overcast
2234,2234,2015-06-25 02:00:00.000 +0200,rain,12.738888888888887,12.738888888888887,0.91,5.3774,301.0,8.3398,0.0,1022.27,Overcast
2235,2235,2015-06-25 03:00:00.000 +0200,rain,12.17777777777778,12.17777777777778,0.93,6.0697,329.0,8.05,0.0,1022.32,Overcast
2236,2236,2015-06-25 04:00:00.000 +0200,rain,12.133333333333336,12.133333333333336,0.93,10.996300000000002,319.0,8.05,0.0,1022.23,Overcast
2237,2237,2015-06-25 05:00:00.000 +0200,rain,12.127777777777776,12.127777777777776,0.93,6.1341,318.0,8.3398,0.0,1022.3,Overcast
2238,2238,2015-06-25 06:00:00.000 +0200,rain,12.094444444444449,12.094444444444449,0.93,8.0017,309.0,6.295100000000001,0.0,1022.44,Overcast
2239,2239,2015-06-25 07:00:00.000 +0200,rain,12.622222222222222,12.622222222222222,0.96,0.5152,270.0,8.1305,0.0,1022.34,Overcast
2240,2240,2015-06-25 08:00:00.000 +0200,rain,14.81111111111111,14.81111111111111,0.88,10.4811,302.0,10.1752,0.0,1022.05,Mostly Cloudy
2241,2241,2015-06-25 09:00:00.000 +0200,rain,17.061111111111114,17.061111111111114,0.73,15.536500000000002,282.0,9.982,0.0,1021.87,Mostly Cloudy
2242,2242,2015-06-25 10:00:00.000 +0200,rain,17.677777777777777,17.677777777777777,0.66,12.0589,300.0,9.982,0.0,1021.56,Mostly Cloudy
2243,2243,2015-06-25 11:00:00.000 +0200,rain,17.922222222222224,17.922222222222224,0.64,12.2199,312.0,10.3523,0.0,1021.95,Mostly Cloudy
2244,2244,2015-06-25 12:00:00.000 +0200,rain,18.883333333333333,18.883333333333333,0.65,10.8675,359.0,9.982,0.0,1021.81,Overcast
2245,2245,2015-06-25 13:00:00.000 +0200,rain,18.95555555555556,18.95555555555556,0.65,13.9748,322.0,9.982,0.0,1021.39,Overcast
2246,2246,2015-06-25 14:00:00.000 +0200,rain,17.96111111111111,17.96111111111111,0.63,11.6242,2.0,10.3523,0.0,1021.2,Mostly Cloudy
2247,2247,2015-06-25 15:00:00.000 +0200,rain,19.022222222222226,19.022222222222226,0.6,13.2986,12.0,9.982,0.0,1020.89,Mostly Cloudy
2248,2248,2015-06-25 16:00:00.000 +0200,rain,18.950000000000003,18.950000000000003,0.6,12.1716,3.0,10.2557,0.0,1020.7,Mostly Cloudy
2249,2249,2015-06-25 17:00:00.000 +0200,rain,18.05555555555556,18.05555555555556,0.62,13.7816,30.0,10.577700000000002,0.0,1020.54,Mostly Cloudy
2250,2250,2015-06-25 18:00:00.000 +0200,rain,17.444444444444443,17.444444444444443,0.66,12.2038,22.0,10.2557,0.0,1020.47,Mostly Cloudy
2251,2251,2015-06-25 19:00:00.000 +0200,rain,17.333333333333332,17.333333333333332,0.67,12.6868,41.0,10.2557,0.0,1020.37,Overcast
2252,2252,2015-06-25 20:00:00.000 +0200,rain,16.34444444444445,16.34444444444445,0.76,8.7262,41.0,10.577700000000002,0.0,1020.21,Overcast
2253,2253,2015-06-25 21:00:00.000 +0200,rain,15.072222222222225,15.072222222222225,0.86,7.921200000000001,22.0,10.2557,0.0,1020.02,Overcast
2254,2254,2015-06-25 22:00:00.000 +0200,rain,14.422222222222224,14.422222222222224,0.87,6.1502,30.0,10.2557,0.0,1020.32,Overcast
2255,2255,2015-06-25 23:00:00.000 +0200,rain,14.416666666666666,14.416666666666666,0.87,5.9248,0.0,10.2235,0.0,1020.09,Overcast
2256,2256,2015-06-26 00:00:00.000 +0200,rain,13.805555555555555,13.805555555555555,0.93,6.279,301.0,10.2557,0.0,1019.86,Overcast
2257,2257,2015-06-26 01:00:00.000 +0200,rain,13.783333333333337,13.783333333333337,0.9,10.577700000000002,321.0,10.2557,0.0,1019.75,Overcast
2258,2258,2015-06-26 02:00:00.000 +0200,rain,13.755555555555553,13.755555555555553,0.9,9.8532,330.0,10.2235,0.0,1019.2,Mostly Cloudy
2259,2259,2015-06-26 03:00:00.000 +0200,rain,13.755555555555553,13.755555555555553,0.87,10.9158,339.0,8.420300000000001,0.0,1018.78,Mostly Cloudy
2260,2260,2015-06-26 04:00:00.000 +0200,rain,13.68888888888889,13.68888888888889,0.86,11.27,320.0,8.420300000000001,0.0,1018.48,Mostly Cloudy
2261,2261,2015-06-26 05:00:00.000 +0200,rain,13.305555555555555,13.305555555555555,0.87,10.8675,330.0,8.645700000000001,0.0,1018.09,Overcast
2262,2262,2015-06-26 06:00:00.000 +0200,rain,14.866666666666664,14.866666666666664,0.83,16.856700000000004,330.0,10.2557,0.0,1017.88,Mostly Cloudy
2263,2263,2015-06-26 07:00:00.000 +0200,rain,14.938888888888888,14.938888888888888,0.78,17.001600000000003,330.0,10.2557,0.0,1017.8,Mostly Cloudy
2264,2264,2015-06-26 08:00:00.000 +0200,rain,15.966666666666669,15.966666666666669,0.73,16.3898,341.0,10.577700000000002,0.0,1017.92,Overcast
2265,2265,2015-06-26 09:00:00.000 +0200,rain,17.22222222222222,17.22222222222222,0.63,20.2055,359.0,10.2557,0.0,1018.09,Mostly Cloudy
2266,2266,2015-06-26 10:00:00.000 +0200,rain,16.322222222222223,16.322222222222223,0.71,23.280600000000003,10.0,9.982,0.0,1018.18,Overcast
2267,2267,2015-06-26 11:00:00.000 +0200,rain,17.45,17.45,0.69,19.7225,344.0,10.3523,0.0,1018.15,Mostly Cloudy
2268,2268,2015-06-26 12:00:00.000 +0200,rain,18.077777777777783,18.077777777777783,0.64,21.8316,350.0,16.1,0.0,1017.57,Mostly Cloudy
2269,2269,2015-06-26 13:00:00.000 +0200,rain,20.13888888888889,20.13888888888889,0.6,17.259200000000003,341.0,10.2557,0.0,1017.34,Mostly Cloudy
2270,2270,2015-06-26 14:00:00.000 +0200,rain,21.31666666666667,21.31666666666667,0.57,17.259200000000003,0.0,10.577700000000002,0.0,1017.13,Mostly Cloudy
2271,2271,2015-06-26 15:00:00.000 +0200,rain,22.24444444444445,22.24444444444445,0.54,20.3826,350.0,10.2557,0.0,1016.84,Mostly Cloudy
2272,2272,2015-06-26 16:00:00.000 +0200,rain,22.24444444444445,22.24444444444445,0.49,21.574,0.0,10.2557,0.0,1016.55,Mostly Cloudy
2273,2273,2015-06-26 17:00:00.000 +0200,rain,22.71111111111111,22.71111111111111,0.5,19.32,351.0,10.577700000000002,0.0,1016.35,Mostly Cloudy
2274,2274,2015-06-26 18:00:00.000 +0200,rain,22.89444444444444,22.89444444444444,0.47,21.8638,0.0,10.2557,0.0,1016.14,Partly Cloudy
